Time,Trade_Profit,Cost,N_Trade,PnL
2014/6/27,0,0,0,0
2014/6/30,0,0,0,0
2014/7/2,0,0,0,0
2014/7/3,0,0,0,0
2014/7/4,0,0,0,0
2014/7/7,0,0,0,0
2014/7/8,0,0,0,0
2014/7/9,0,0,0,0
2014/7/10,0,0,0,0
2014/7/11,0,0,0,0
2014/7/14,0,0,0,0
2014/7/15,0,0,0,0
2014/7/16,0,0,0,0
2014/7/17,0,0,0,0
2014/7/18,0,0,0,0
2014/7/21,0,0,0,0
2014/7/22,0,0,0,0
2014/7/23,0,0,0,0
2014/7/24,0,0,0,0
2014/7/25,0,0,0,0
2014/7/28,0,0,0,0
2014/7/29,0,0,0,0
2014/7/30,0,0,0,0
2014/7/31,0,0,0,0
2014/8/1,0,0,0,0
2014/8/4,0,0,0,0
2014/8/5,0,0,0,0
2014/8/6,0,0,0,0
2014/8/7,0,0,0,0
2014/8/8,0,0,0,0
2014/8/11,0,0,0,0
2014/8/12,0,0,0,0
2014/8/13,0,0,0,0
2014/8/14,0,0,0,0
2014/8/15,0,0,0,0
2014/8/18,0,0,0,0
2014/8/19,0,0,0,0
2014/8/20,0,0,0,0
2014/8/21,0,0,0,0
2014/8/22,0,0,0,0
2014/8/25,0,0,0,0
2014/8/26,0,0,0,0
2014/8/27,0,0,0,0
2014/8/28,0,0,0,0
2014/8/29,0,0,0,0
2014/9/1,0,0,0,0
2014/9/2,0,0,0,0
2014/9/3,0,0,0,0
2014/9/4,0,0,0,0
2014/9/5,0,0,0,0
2014/9/8,0,0,0,0
2014/9/10,0,0,0,0
2014/9/11,0,0,0,0
2014/9/12,0,0,0,0
2014/9/15,0,0,0,0
2014/9/16,0,0,0,0
2014/9/17,0,0,0,0
2014/9/18,0,0,0,0
2014/9/19,0,0,0,0
2014/9/22,0,0,0,0
2014/9/23,0,0,0,0
2014/9/24,0,0,0,0
2014/9/25,0,0,0,0
2014/9/26,0,0,0,0
2014/9/29,0,0,0,0
2014/9/30,0,0,0,0
2014/10/3,0,0,0,0
2014/10/6,0,0,0,0
2014/10/7,0,0,0,0
2014/10/8,0,0,0,0
2014/10/9,0,0,0,0
2014/10/10,0,0,0,0
2014/10/13,0,0,0,0
2014/10/14,0,0,0,0
2014/10/15,0,0,0,0
2014/10/16,0,0,0,0
2014/10/17,0,0,0,0
2014/10/20,0,0,0,0
2014/10/21,0,0,0,0
2014/10/22,0,0,0,0
2014/10/23,0,0,0,0
2014/10/24,0,0,0,0
2014/10/27,0,0,0,0
2014/10/28,0,0,0,0
2014/10/29,0,0,0,0
2014/10/30,0,0,0,0
